Topic,Count,Name,Representation,Representative_Docs
328,27,328_results funds_sales results_yieldmax etfs_funds ph,"['results funds', 'sales results', 'yieldmax etfs', 'funds ph', 'amp funds', 'etfs announces', 'yieldmax', 'bluebay funds', 'funds bluebay', 'ph amp']","['__COMPANY__ Global Asset Management Inc. announces March sales results for __COMPANY__ Funds, PH&amp;N Funds and BlueBay Funds', '__COMPANY__ Global Asset Management Inc. announces September sales results for __COMPANY__ Funds, PH&amp;N Funds and BlueBay Funds', '__COMPANY__ Global Asset Management Inc. announces May sales results for __COMPANY__ Funds, PH&amp;N Funds and BlueBay Funds']"
329,27,329_earnings estimates_expected beat_stock higher_estimates earnings,"['earnings estimates', 'expected beat', 'stock higher', 'estimates earnings', 'estimates', 'estimates stock', 'rising earnings', 'beat earnings', 'beat', 'streak q3']","['Royal Bank __TICKER__ Expected to Beat Earnings Estimates: Can the Stock Move Higher?', '__COMPANY__ Corporation __TICKER__ Expected to Beat Earnings Estimates: Can the Stock Move Higher?', 'The __COMPANY__ Corporation __TICKER__ Expected to Beat Earnings Estimates: Can the Stock Move Higher?']"
330,27,330_fund pick_strong mutual_pick right_mutual fund,"['fund pick', 'strong mutual', 'pick right', 'mutual fund', 'strong etf', 'etf right', 'mutual', 'pick', 'strong', 'right']","['Is __COMPANY__ Large Cap Growth A (OLGAX) a Strong Mutual Fund Pick Right Now?', 'Is __COMPANY__ Dynamic Small Cap Growth A (VSCOX) a Strong Mutual Fund Pick Right Now?', 'Is __COMPANY__ Small Cap Blend A (VSCOX) a Strong Mutual Fund Pick Right Now?']"
331,27,331_executive pay_shareholders_reject_shareholders reject,"['executive pay', 'shareholders', 'reject', 'shareholders reject', 'shareholder payouts', 'executive', 'shareholders vote', 'vote', 'executive compensation', 'update shareholders']","['__COMPANY__ ( __TICKER__ ) Urges Shareholders To Reject Executive Pay Proposal At April Meeting', 'UPDATE 2- __COMPANY__ , __COMPANY__ shareholders reject proposals for CEO-chair split', 'UPDATE 1- __COMPANY__ shareholders vote to back board members, executive compensation']"
332,27,332_shares voting_voting rights_voting_rights,"['shares voting', 'voting rights', 'voting', 'rights', 'rights 31', '31', '2025 shares', 'rights 30', '2024 shares', 'shares']","['__COMPANY__ : shares and voting rights as of 31 August 2023', '__COMPANY__ : shares and voting rights as of 31 December 2025', '__COMPANY__ : shares and voting rights as of 31 May 2021']"
333,27,333_management teams_advisor team_teams list_list advisor,"['management teams', 'advisor team', 'teams list', 'list advisor', 'teams', 'forbes', 'group named', 'named', 'named forbes', 'wealth management']","['__TICKER__ Advisor Team The Stephens Group Named to Forbes Best-In-State Wealth Management Teams List', '__TICKER__ Advisor Team The Matthews Group Named to the Forbes Best-In-State Wealth Management Teams List', '__TICKER__ advisor team Montage Financial Group named to the Forbes Best-in-State Wealth Management Teams list']"
334,27,334_copper_copper extends_prices_50 tariff,"['copper', 'copper extends', 'prices', '50 tariff', 'metal', 'copper prices', 'tariffs', 'prices rise', 'nickel', 'trump scrap']","['Copper Market in Turmoil as Trump Touts 50% Tariff on US Imports', 'Copper extends rally to reach two-month highs; analysts expect prices to keep climbing', 'US Copper Prices Surge to Record as Trump Calls for 50% Tariff']"
335,27,335_management announces_announces changes_global asset_portfolio management,"['management announces', 'announces changes', 'global asset', 'portfolio management', 'announces portfolio', 'management', 'funds global', 'changes', 'asset management', 'certain funds']","['__COMPANY__ Asset Management Announces Changes to Closed-End Funds Portfolio Management Teams', '__COMPANY__ Global Asset Management Inc. announces changes to certain __COMPANY__ Funds and PH&amp;N Funds', '__COMPANY__ Global Asset Management Inc. announces changes to certain __COMPANY__ Funds']"
336,27,336_musk_elon musk_elon_warrants,"['musk', 'elon musk', 'elon', 'warrants', 'tesla', 'islands', 'virgin islands', 'subpoenaed', 'musk subpoenaed', 'sues tesla']","['Elon Musk subpoenaed by US Virgin Islands in __COMPANY__ Chase-Jeffrey Epstein lawsuit', 'UPDATE 3-Elon Musk subpoenaed in Jeffrey Epstein litigation in U.S. Virgin Islands', 'Elon Musk subpoenaed in Jeffrey Epstein litigation in U.S. Virgin Islands']"
337,27,337_rides_efforts_amid lower_expansion efforts,"['rides', 'efforts', 'amid lower', 'expansion efforts', 'cost control', 'woes', 'aided', 'cost', 'cost woes', 'aids amid']","['__COMPANY__ __TICKER__ Rides on Expansion Efforts Despite Cost Woes', '__COMPANY__ __TICKER__ Aided by NII, Streamlining Efforts Amid Cost Woes', '__COMPANY__ __TICKER__ Aided by Cost Control Amid Lower Revenues']"
338,26,338_jones futures_dow jones_jones_futures,"['jones futures', 'dow jones', 'jones', 'futures', 'buy areas', 'dow', 'tesla', 'lilly buy', 'areas dow', 'tesla eli']","['Dow Jones Futures: Will AI Rebound Or Drag Down Market? Tesla, Eli Lilly In Buy Areas', 'Dow Jones Futures Rise; Will AI Rebound Or Drag Down Market? Tesla, Eli Lilly In Buy Areas', 'Dow Jones Futures: Market Rally Divided, What To Do Now; Tesla, Eli Lilly In Buy Areas']"
339,26,339_fintech stocks_fintech_tech stocks_december edition,"['fintech stocks', 'fintech', 'tech stocks', 'december edition', 'soon december', 'tech', 'buying soon', 'll regret', 'regret buying', 'buy dip']","['3 Fintech Stocks You&#039;ll Regret Not Buying Soon: December Edition', '3 Fintech Stocks You’ll Regret Not Buying Soon: December Edition', '3 Fintech Stocks To Buy on Any Dip']"
340,26,340_boa_street return_founder wall_flexibility key,"['boa', 'street return', 'founder wall', 'flexibility key', 'tran', 'moelis founder', 'founder', 'buffalo', 'flexibility', 'billionaire']","[""Airbnb Co-Founder And DOGE Employee Joe Gebbia Says, 'Government Can Have An Apple Store-Like Experience' That's 'Beautifully Designed'"", 'Moelis Co-founder on Wall Street’s return to office: flexibility is key', ""Moelis Co-founder on Wall Street's return to office: in-person and flexibility are key""]"
341,26,341_iphone_apple_apple stock_iphone maker,"['iphone', 'apple', 'apple stock', 'iphone maker', 'says apple', 'apple gains', 'iphone sales', 'apple earnings', 'apple iphone', '5g']","[""Can Apple's Earnings Impress Again? Tough Act To Follow For iPhone Maker In Fiscal Q2"", 'Apple stock boosted amid __COMPANY__ ’ first Buy rating for iPhone maker in 6 years', 'Apple Stock Rises. What the Google Ruling Means for the iPhone Maker.']"
342,26,342_warns_rally risk_strategist warns_goldilocks,"['warns', 'rally risk', 'strategist warns', 'goldilocks', 'montagu', 'shock', 'strategists', 'rally', 'warns lofty', 'warns flat']","['__COMPANY__ ’s Montagu Warns US Tech Rally at Risk From Profit Taking', ""__COMPANY__ Warns Of 'Material Risks' To US And Global Economy Amid Trade War, As Record Equity Revenue Drives Strong Q1 Results"", ""__COMPANY__ Warns Wall Street's 'Goldilocks' Economy Could Soon Meet Three Big 'Bears' — And Investors Aren't Ready For The Shock""]"
343,26,343_target lowered_lowered_price target_target,"['target lowered', 'lowered', 'price target', 'target', 'price', 'lowers', 'stock price', 'slashes price', 'target stock', 'slashes']","['__COMPANY__ price target lowered to $132 from $139 at __COMPANY__', '__COMPANY__ price target lowered to $82 from $86 at __COMPANY__', '__COMPANY__ price target lowered to $98 from $100 at __COMPANY__']"
344,26,344_golf_lpga_welcomes_americas open,"['golf', 'lpga', 'welcomes', 'americas open', 'sponsor', 'partner', 'golfers', 'team welcomes', 'community junior', 'junior golf']","['__COMPANY__ Community Junior Golf partners with publicly accessible golf courses to build greater diversity and inclusivity in the sport', '__COMPANY__ Community Junior Golf welcomes 18 new golf course sites', 'Team __COMPANY__ welcomes newest Ambassador Harold Varner III and partners with Golf Canada to create the __COMPANY__ Community Junior Golf Program']"
345,26,345_time buy_ytd_right time_month buy,"['time buy', 'ytd', 'right time', 'month buy', 'buy stock', 'ytd buy', 'months buy', 'months', 'time', 'sofi stock']","['SOFI Stock Skyrockets 82% in 6 Months: Buy, Hold or Sell?', '__COMPANY__ Shares Soar 31.6% YTD: Is Now the Right Time to Buy?', '__COMPANY__ Rises 32.3% YTD: Is it the Right Time to Buy the Stock?']"
346,26,346_play stock_play_approach stock_approach,"['play stock', 'play', 'approach stock', 'approach', 'earnings play', 'earnings release', 'stock play', 'months play', 'play goldman', 'release play']","['How to Play __COMPANY__ Stock as Global M&amp;As Rebound?', '__COMPANY__ Set to Report Q1 Earnings: How to Play the Stock Now?', 'How to Play __COMPANY__ Stock Ahead of Its Q3 Earnings Release?']"
347,26,347_defense stock_picks portfolio_defense_stock picks,"['defense stock', 'picks portfolio', 'defense', 'stock picks', 'picks', '10 tech', 'portfolio', 'tech stocks', 'axon', 'tech']","['GE Aerospace (GE): One of the Top Defense Stock Picks from the __COMPANY__ Portfolio', 'Textron Inc. (TXT): One of the Top Defense Stock Picks from the __COMPANY__ Portfolio', 'The Boeing Company (BA): One of the Top Defense Stock Picks from the __COMPANY__ Portfolio']"
348,26,348_best value_value stocks_value_buy april,"['best value', 'value stocks', 'value', 'buy april', 'best', 'stocks buy', '7th best', '2nd best', '7th', 'april']","['Best Value Stocks to Buy for May 2nd', 'Best Value Stocks to Buy for April 7th', 'Best Value Stocks to Buy for April 4th']"
349,26,349_burn hedge_going burn_burn_going,"['burn hedge', 'going burn', 'burn', 'going', 'hedge funds', 'hedge', 'funds', 'hca', 'rio', 'ebay']","['Is The __COMPANY__ Group, Inc. __TICKER__ Going to Burn These Hedge Funds?', 'Is __COMPANY__ &amp; Company __TICKER__ Going to Burn These Hedge Funds?', 'Is __COMPANY__ __TICKER__ Going to Burn These Hedge Funds?']"
350,26,350_ended_files form_form 10_chase files,"['ended', 'files form', 'form 10', 'chase files', '10 quarter', 'quarter ended', 'files', 'ended march', 'form', 'march 31']","['__COMPANY__ Chase Files Form 10-Q for the Quarter Ended March 31, 2025', '__COMPANY__ Chase Files Form 10-Q for the Quarter Ended March 31, 2021', '__COMPANY__ Chase Files Form 10-Q for the Quarter Ended March 31, 2022']"
351,26,351_week best_week_best_best merrill,"['week best', 'week', 'best', 'best merrill', 'street calls', 'rules week', 'best fidelity', 'calls week', 'security', 'social security']","['Week’s Best: Will Fidelity Launch Direct Indexing?', 'Week’s Best: Merrill Lynch’s Big Lawsuit', 'Week’s Best: Financial Stocks Take a Beating']"
352,26,352_global markets_markets stocks_global stocks_markets,"['global markets', 'markets stocks', 'global stocks', 'markets', 'global', 'dollar', 'hike global', 'stocks slip', 'markets global', 'markets ready']","['GLOBAL MARKETS-Global stocks fall, dollar rallies as weak China data disappoints', 'GLOBAL MARKETS-Stocks up, U.S. yields at 3% as markets ready for Fed hike', 'GLOBAL MARKETS-Global stocks fall, dollar rallies on weak China data']"
353,26,353_right smartest_smartest_000 right_buy 000,"['right smartest', 'smartest', '000 right', 'buy 000', 'best warren', 'smartest stocks', 'right best', 'smartest dividend', 'right', 'buffett stocks']","['The Smartest Dividend Stocks to Buy With $2,000 Right Now', 'The Smartest Dividend Stocks to Buy With $5,000 Right Now', 'The Smartest Dividend Stocks to Buy With $1,000 Right Now']"
354,25,354_feature highlights_zacks investment_ideas feature_investment ideas,"['feature highlights', 'zacks investment', 'ideas feature', 'investment ideas', 'feature', 'ideas', 'zacks', 'highlights', 'investment', 'chase zacks']","['Zacks Investment Ideas feature highlights: __TICKER__ Group AG', 'Zacks Investment Ideas feature highlights: __TICKER__ Group', 'Zacks Investment Ideas feature highlights: __COMPANY__ and __COMPANY__ Chase']"
355,25,355_prime rate_prime_percent_bank increases,"['prime rate', 'prime', 'percent', 'bank increases', 'increases prime', 'decreases prime', 'percent bank', 'decreases', 'rate 00', 'increases']","['__COMPANY__ Bank Increases Prime Rate to 8.00 Percent', '__COMPANY__ Bank Increases Prime Rate to 7.00 Percent', '__COMPANY__ Bank Increases Prime Rate to 4.00 Percent']"
356,25,356_stocks hedge_funds buying_hedge_hedge funds,"['stocks hedge', 'funds buying', 'hedge', 'hedge funds', 'funds', 'fund favorites', 'buying', 'favorites', 'feeling jittery', 'buying 2022']","['10 Best Blue Chip Dividend Stocks Hedge Funds Are Buying', 'These are the top stocks for hedge funds: __COMPANY__', 'The 7 Top Stocks That Hedge Funds Are Buying Now']"
357,25,357_bank stocks_blistering rally_comeback bank_blistering,"['bank stocks', 'blistering rally', 'comeback bank', 'blistering', 'rally earnings', 'earnings test', 'big bank', 'rally', 'bank', 'amp ignore']","['Banks Had a Blistering Rally. Earnings Are the Next Test.', 'Big bank stocks slide as executives temper earnings and digest less onerous capital increases', 'Bank Stocks Had a Blistering Rally. Earnings Are the Next Test.']"
358,25,358_softbank_vietnam_wireless_arm ipo,"['softbank', 'vietnam', 'wireless', 'arm ipo', 'foxconn', 'softbank plans', 'wireless stock', 'softbank leads', 'sale wireless', 'reports softbank']","['SoftBank’s Sale of Wireless Stock Said to Draw Excess Demand', 'Foxconn to invest $383 mln in Vietnam circuit board plant, says state media', 'Apple supplier Foxconn to invest $300 million more in northern Vietnam, state media reports']"
359,25,359_index weight_stocks index_weight_500 stocks,"['index weight', 'stocks index', 'weight', '500 stocks', 'index', 'dow', 'amp 500', 'stocks etf', '10 amp', '2021 dow']","['Top 30 S&amp;P 500 Stocks by Index Weight', 'Top 10 S&amp;P 500 Stocks by Index Weight for July 2021', 'Top 10 S&amp;P 500 Stocks by Index Weight']"
360,25,360_tariffs_trump_tariff_trump tariffs,"['tariffs', 'trump', 'tariff', 'trump tariffs', 'trump tariff', 'economists', 'street', 'weekend tariff', 'thanks tariffs', 'case tariff']","['Trump Tariffs: China Deadline Nears. Goldman Says Consumers Will Soon Feel More Pain.', 'Wall Street Gets Rude Shock as Bessent Plays Second Fiddle on Tariffs', ""Top 27 Economists Just Delivered a Brutal Reality Check on Trump's Emergency Tariffs—Here's What Every Investor Needs to Know""]"
361,25,361_corpgov_corpgov forum_forum_palm beach,"['corpgov', 'corpgov forum', 'forum', 'palm beach', 'palm', 'beach', 'beach corpgov', '3rd palm', '5th palm', 'la corpgov']","['Cross-Border Activism Panel at 3rd Palm Beach CorpGov Forum', '3rd Palm Beach CorpGov Forum with NYSE, Goodmans, __COMPANY__ Nov. 8', 'Save the Date: 5th Palm Beach CorpGov Forum Nov 5-6']"
362,25,362_xai_musk xai_musk_elon musk,"['xai', 'musk xai', 'musk', 'elon musk', 'elon', 'xai raises', 'debt', 'billion debt', 'says elon', 'debt offering']","[""__COMPANY__ is raising over $5 billion debt for Elon Musk's xAI - report"", ""Elon Musk's xAI raises $5B each in new debt and equity: __COMPANY__"", ""Elon Musk's xAI raises yield on $5 billion debt offering""]"
363,25,363_reasons_reasons add_portfolio reasons_buy instead,"['reasons', 'reasons add', 'portfolio reasons', 'buy instead', 'add', 'stock portfolio', 'add stock', 'right reasons', 'instead', 'reasons bet']","['4 Reasons to Add __COMPANY__ __TICKER__ Stock to Your Portfolio', '5 Reasons to Add __COMPANY__ __TICKER__ Stock to Your Portfolio', 'Reasons to Add __COMPANY__ __TICKER__ Stock to Your Portfolio Now']"
364,24,364_european growth_insider ownership_insider_high insider,"['european growth', 'insider ownership', 'insider', 'high insider', 'growth companies', 'ownership', '2025 european', 'companies high', 'european', 'growth stocks']","['European Growth Companies With High Insider Ownership In September 2025', 'European Growth Companies With High Insider Ownership For September 2025', 'European Growth Companies With High Insider Ownership']"
365,24,365_gaap eps_gaap_eps_non gaap,"['gaap eps', 'gaap', 'eps', 'non gaap', 'beats', 'revenue', 'non', 'misses', 'q3 eps', '78 beats']","['AFLAC Non-GAAP EPS of $1.78 beats by $0.07, revenue of $4.16B misses by $160M', '__COMPANY__ Chase Non-GAAP EPS of $4.96 beats by $0.48, revenue of $45.7B beats by $1.66B', '__COMPANY__ Non-GAAP EPS of $2.78 beats by $0.13, revenue of $3.55B beats by $80M']"
366,24,366_availability_universal registration_registration document_registration,"['availability', 'universal registration', 'registration document', 'registration', 'document', 'universal', 'document availability', 'amendment', 'availability amendment', 'availability second']","['__COMPANY__ : Availability of the third amendment to the 2023 Universal Registration Document', '__COMPANY__ : Availability of the first amendment to 2025 Universal Registration Document', '__COMPANY__ : Availability of the third amendment to the 2025 Universal Registration Document']"
367,24,367_erdogan_turkey_egypt_turkish,"['erdogan', 'turkey', 'egypt', 'turkish', 'lira', 'turkish lira', 'turkish inflation', 'devalues', 'day guide', 'bank chief']","['Turkey’s Erdogan Met With Central Bank Governor', 'Turkish Lira Pares Drop as Central Bank Chief Vows Tight Stance', 'Erdogan Rate-Cut Demand Pushes Turkish Lira to Record Low']"
368,24,368_canadian dollar_central bank_central_australia central,"['canadian dollar', 'central bank', 'central', 'australia central', 'previews', 'week policy', '25bps', 'previews week', 'policy', 'meeting sweden']","[""__TICKER__ Sees Australia's Central Bank Cutting Rates by 50bps by End 2025 After This Week's 25bps Reduction"", ""__TICKER__ Previews Next Week's Policy Meeting at Sweden Central Bank"", ""__TICKER__ Previews Next Week's Policy Meeting at Sweden's Central Bank""]"
369,24,369_revlon_revlon lenders_revlon blunder_500 million,"['revlon', 'revlon lenders', 'revlon blunder', '500 million', 'lenders', 'blunder', '900', '900 million', 'revlon payouts', 'revlon bankruptcy']","[""__COMPANY__ 's $500 Million Win Spurs Revlon Lenders to Seek Rehearing"", 'UPDATE 4- __COMPANY__ cannot recoup Revlon payouts after nearly $900 mln gaffe -U.S. judge', '__COMPANY__ cannot recoup Revlon payouts after nearly $900 million gaffe - U.S. judge']"
370,24,370_emissions_coal_climate_polluting sectors,"['emissions', 'coal', 'climate', 'polluting sectors', 'thermal coal', 'toughens', 'emissions targets', 'polluting', 'thermal', 'financed emissions']","['Carbon neutrality: __TICKER__ invests US$100 million in Bill Gates-led green tech programme to support decarbonisation of heavy polluting sectors', 'Exclusive- __TICKER__ fund arm toughens thermal coal policy to curb climate change', '__TICKER__ Sets 2030 Interim Financed Emissions Targets for High-emitting Sectors: Energy and Power Generation']"
371,24,371_entry point_remains bullish_remain_entry,"['entry point', 'remains bullish', 'remain', 'entry', 'traders remain', 'attractive entry', 'upside', 'remain intact', 'stock sees', 'remains']","['__COMPANY__ Sees a Compelling Entry Point in These 2 Cloud Stocks', ""__COMPANY__ sees 'attractive entry point' in Palo Alto Networks stock"", '__COMPANY__ Views Doximity (DOCS) Underperformance as Attractive Entry Point Amid Strong Engagement']"
372,24,372_stocks lagging_year finance_lagging_finance stocks,"['stocks lagging', 'year finance', 'lagging', 'finance stocks', 'finance', 'year', 'lagging year', 'lagging banco', 'lagging american', 'lagging group']","['Are Finance Stocks Lagging __COMPANY__ __TICKER__ This Year?', 'Are Finance Stocks Lagging The __COMPANY__ __TICKER__ This Year?', 'Are Finance Stocks Lagging __TICKER__ __TICKER__ This Year?']"
373,24,373_bdc gsbd_gsbd_bdc_know bdc,"['bdc gsbd', 'gsbd', 'bdc', 'know bdc', 'gsbd stock', 'know', 'gsbd rises', 'facts', 'stock moves', 'gsbd gains']","['__COMPANY__ BDC (GSBD) Stock Sinks As Market Gains: What You Should Know', '__COMPANY__ BDC (GSBD) Stock Moves -1.27%: What You Should Know', '__COMPANY__ BDC (GSBD) Stock Moves -0.13%: What You Should Know']"
374,24,374_bond sale_billion bonds_sale_bond,"['bond sale', 'billion bonds', 'sale', 'bond', 'bonds', 'kicks', 'jumbo bond', 'slack', 'selling billion', 'loan sale']","['Smucker Kicks Off Bond Sale to Help Fund Hostess Acquisition', 'Amazon Tees Up Jumbo Bond Sale for More Cash It Doesn’t Need', 'Amazon Kicks Off a Jumbo 7-Part Bond Sale Including 40-Year Debt']"
375,24,375_major regional_regional banks_banks buy_regional,"['major regional', 'regional banks', 'banks buy', 'regional', 'banks watch', 'major', 'high rates', 'industry prospects', 'banks', 'rates economic']","['3 Major Regional Banks to Buy on Economic Growth, High Rates', '2 Major Regional Banks to Buy on High Rates, Economic Growth', '3 Major Regional Banks to Buy on High Rates, Economic Growth']"
376,24,376_branches_better compete_shuffles bank_bosses bid,"['branches', 'better compete', 'shuffles bank', 'bosses bid', 'bid better', 'compete wall', 'laundering officer', 'global anti', 'quarter uk', 'uk branches']","['__TICKER__ Exits US Mass Market Retail Banking; Strategically Repositions US Retail Business Towards International Banking and Wealth Management', '__TICKER__ shuffles bank bosses in bid to better compete with Wall Street', 'UPDATE 3- __TICKER__ shuffles bank bosses in bid to better compete with Wall Street']"
377,24,377_earnings transcript_transcript_q3 2025_2025 earnings,"['earnings transcript', 'transcript', 'q3 2025', '2025 earnings', 'technology azpn', 'azpn', 'transcript aspen', 'aspen technology', 'aspen', '2021 earnings']","['Aspen Technology, inc (AZPN) Q1 2022 Earnings Call Transcript', 'Aspen Technology, Inc. (AZPN) Q2 2022 Earnings Call Transcript', 'Aspen Technology, Inc. (AZPN) Q4 2022 Earnings Call Transcript']"
378,24,378_stock hits_hits time_usd_time high,"['stock hits', 'hits time', 'usd', 'time high', 'hits', 'usd stock', 'hits 52', 'week high', '52 week', '52']","['__COMPANY__ stock hits all-time high of 114.3 USD', '__COMPANY__ stock hits all-time high at 145.48 USD', '__COMPANY__ stock hits all-time high at 145.17 USD']"
379,23,379_investors pleased_pleased_return years_return,"['investors pleased', 'pleased', 'return years', 'return', 'years investors', 'years', 'pleased decent', 'return year', 'decent', 'total return']","[""__COMPANY__ Group's ( __TICKER__ ) investors will be pleased with their notable 94% return over the last three years"", ""__COMPANY__ 's ( __TICKER__ ) investors will be pleased with their decent 51% return over the last five years"", ""__COMPANY__ 's ( __TICKER__ ) investors will be pleased with their 28% return over the last three years""]"
380,23,380_hottest financial_movers financial_biggest movers_financial stocks,"['hottest financial', 'movers financial', 'biggest movers', 'financial stocks', 'hottest', 'movers', 'yrd', 'moh', 'biggest', 'financial']","['Biggest Movers in Financial Stocks Now - MOH IMS IBN WETF', 'Biggest Movers in Financial Stocks Now - __TICKER__ __TICKER__ CS GAB', 'Hottest Financial Stocks Now - PN YRD MORE CISG']"
381,23,381_fed probes_sec_probing_probes,"['fed probes', 'sec', 'probing', 'probes', 'probing role', 'fed sec', 'wsj fed', 'sec probing', 'final days', 'role svb']","['Fed, SEC Probing __COMPANY__ ’s Role in SVB’s Final Days', ""Fed, SEC probing __COMPANY__ 's role in Silicon Valley Bank’s final days - WSJ"", ""UPDATE 1-Fed, SEC probing __COMPANY__ 's role in Silicon Valley Bank’s final days - WSJ""]"
382,23,382_president trump_news president_stock market_tariffs history,"['president trump', 'news president', 'stock market', 'tariffs history', 'investors bad', 'alarm investors', 'bad news', 'trump tariffs', 'trump', 'history says']","[""The Stock Market Flashes a Warning as Investors Get Bad News About President Trump's Tariffs. History Says This Will Happen Next."", ""The Stock Market Sounds an Alarm as Investors Get Bad News About President Trump's Tariffs. History Says the S&amp;P 500 Will Do This in 2026."", ""The Stock Market Sounds an Alarm as Investors Get Bad News About President Trump's Tariffs. History Says This May Happen in 2026.""]"
383,23,383_class action_alert_rosen_action,"['class action', 'alert', 'rosen', 'action', 'encourages', 'class', 'securities class', 'deadline', 'law', 'rosen law']","['__TICKER__ ALERT: Rosen Law Firm Reminds The __COMPANY__ Bank Investors of Important Deadline in First-Filed Class Action – __TICKER__', '__TICKER__ Shareholder Alert: Bronstein, Gewirtz & Grossman, LLC Reminds __COMPANY__ , Inc. Shareholders of Class Action and Lead Plaintiff Deadline: December 29, 2020', '__TICKER__ Investor Alert: Bronstein, Gewirtz & Grossman, LLC Reminds __COMPANY__ & Company Investors of Class Action and Encourages Investors to Contact the Firm']"
384,23,384_everyday value_canadians_loyalty partnership_everyday,"['everyday value', 'canadians', 'loyalty partnership', 'everyday', 'loyalty', 'bring', 'deliver', 'extend', 'partnership', 'metro']","['__COMPANY__ and Pattison Food Group expand partnership to bring added convenience and everyday value to shoppers in Western Canada', '__COMPANY__ collaborates with METRO Inc. as a key loyalty partner to deliver greater everyday value to Quebec consumers', '__COMPANY__ and Avion Rewards launch strategic loyalty partnership with Pattison Food Group and More Rewards to deliver greater grocery value to Canadians']"
385,23,385_analysts predicting_climb sink_stock climb_sink wall,"['analysts predicting', 'climb sink', 'stock climb', 'sink wall', 'predicting', 'sink', 'street analysts', 'climb', 'analysts', 'wall street']","['Are Wall Street Analysts Predicting Vistra Stock Will Climb or Sink?', 'Are Wall Street Analysts Predicting Intel Stock Will Climb or Sink?', 'Are Wall Street Analysts Predicting Apple Stock Will Climb or Sink?']"
386,23,386_ago_years ago_invested_invested years,"['ago', 'years ago', 'invested', 'invested years', 'years', 'year ago', 'invested lon', 'invested year', 'invested group', 'group years']","['Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 70%', 'Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 29%', 'Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 25%']"
387,22,387_mortgage business_shrinking mortgage_personal_losses office,"['mortgage business', 'shrinking mortgage', 'personal', 'losses office', 'mortgage', 'office loans', 'prepare losses', 'shrinking', 'personal loans', 'loans']","['What to know if your __COMPANY__ personal line of credit is canceled and ‘I am done with the suburbs. I want a small, liberal town or city with a walkable downtown’: Where should my family move?', '__COMPANY__ Is Shrinking Its Mortgage Business', 'Here Is Why __COMPANY__ Is Shrinking Its Mortgage Business']"
388,22,388_overdraft_fees_nsf_overdraft fees,"['overdraft', 'fees', 'nsf', 'overdraft fees', 'nsf fees', 'reduce overdraft', 'fees consumer', 'consumer accounts', 'accounts', 'remove']","['KeyCorp (KEY) Announces Changes in NSF and Overdraft Fees', 'PNC Financial (PNC) Removes NSF Fees for Consumer Accounts', ""BOK Financial (BOKF) to Remove Overdraft &amp; NSF fees by '22""]"
389,22,389_facts_facts note_note_key facts,"['facts', 'facts note', 'note', 'key facts', 'important facts', 'ascends', 'information investors', 'facts chase', 'gains important', 'note stock']","['__COMPANY__ Bank __TICKER__ Stock Drops Despite Market Gains: Important Facts to Note', '__COMPANY__ __TICKER__ Stock Drops Despite Market Gains: Important Facts to Note', '__COMPANY__ Chase &amp; Co. __TICKER__ Stock Drops Despite Market Gains: Important Facts to Note']"
390,22,390_boj_timing_reuters poll_timing boj,"['boj', 'timing', 'reuters poll', 'timing boj', 'boj tiptoe', 'boj gears', 'hand timing', 'leaves free', 'free hand', 'tiptoe rate']","['Trade deal clears way for BOJ to tiptoe back to rate hikes', 'Analysis-BOJ gears up to hike rates again but leaves free hand on timing', 'BOJ gears up to hike rates again but leaves free hand on timing']"
391,22,391_irving_lease_campus_space,"['irving', 'lease', 'campus', 'space', 'believed', '830', 'believed tied', 'beach county', '830 brickell', 'brickell']","['DMN: Large mixed-use project believed to be tied to __COMPANY__ approved by Irving City Council', '__COMPANY__ secures 95,000-square-foot space in 830 Brickell', '__COMPANY__ secures 95,000 sq. ft. space in 830 Brickell']"
392,22,392_sell_unit sell_icapital sell_vance ria,"['sell', 'unit sell', 'icapital sell', 'vance ria', 'unit fintech', 'assets ci', 'ci financial', 'financial pathstone', 'trust services', 'ria assets']","['Canadian Tire to sell Helly Hansen business to Kontoor Brands for $901 million', '__COMPANY__ Is Selling Eaton Vance RIA Assets to CI Financial, Pathstone', '__COMPANY__ Sells Eaton Vance RIA Assets to CI Financial, Pathstone']"
393,22,393_investors reacting_reacting_investors respond_respond,"['investors reacting', 'reacting', 'investors respond', 'respond', 'investors', 'respond enxtpa', 'reacting launching', 'respond financial', 'reacting group', 'reacting chase']","['How Investors May Respond To __COMPANY__ (ENXTPA:BNP) Amid Political Instability and Leadership Changes', 'How Investors Are Reacting To __COMPANY__ __TICKER__ Launching In-House Bitcoin and Solana Spot Trusts', 'How Investors Are Reacting To __COMPANY__ Group __TICKER__ Q3 Earnings Surge and AI-Driven Expansion']"
394,22,394_great momentum_momentum stock_momentum_right buy,"['great momentum', 'momentum stock', 'momentum', 'right buy', 'great', 'stock buy', 'stock right', 'buy corporation', 'buy ranked', 'dividend stock']","['__COMPANY__ Corporation __TICKER__ is a Great Momentum Stock: Should You Buy?', '__COMPANY__ __TICKER__ is a Great Momentum Stock: Should You Buy?', '__TICKER__ __TICKER__ is a Great Momentum Stock: Should You Buy?']"
